,rr,_person_id
0,0.5,610
1,1.0,294
2,1.0,286
3,1.0,298
4,1.0,82
5,1.0,202
6,0.01020408163265306,341
7,1.0,217
8,1.0,57
9,1.0,21
10,0.14285714285714285,183
11,0.5,414
12,1.0,483
13,1.0,182
14,0.2,509
15,1.0,125
16,1.0,84
17,1.0,140
18,1.0,117
19,0.01282051282051282,520
20,1.0,313
21,1.0,443
22,0.25,271
23,1.0,232
24,1.0,131
25,1.0,280
26,1.0,274
27,1.0,590
28,1.0,239
29,1.0,305
30,0.25,525
31,1.0,29
32,0.3333333333333333,597
33,1.0,372
34,1.0,144
35,1.0,263
36,1.0,168
37,1.0,226
38,1.0,244
39,1.0,249
40,0.5,582
41,1.0,103
42,1.0,68
43,0.0625,255
44,0.5,51
45,0.2,223
46,1.0,91
47,0.2,489
48,1.0,116
49,0.3333333333333333,256
50,0.5,606
51,0.5,402
52,1.0,111
53,0.14285714285714285,330
54,0.5,603
55,1.0,381
56,1.0,24
57,1.0,105
58,0.04,393
59,0.1111111111111111,308
60,0.5,266
61,1.0,534
62,0.3333333333333333,96
63,1.0,453
64,1.0,177
65,0.1111111111111111,404
66,1.0,41
67,1.0,50
68,1.0,1
69,1.0,48
70,1.0,200
71,0.047619047619047616,410
72,0.25,332
73,0.16666666666666666,599
74,1.0,387
75,1.0,89
76,1.0,215
77,1.0,187
78,0.08333333333333333,432
79,1.0,288
80,1.0,246
81,1.0,4
82,1.0,42
83,0.5,176
84,0.008064516129032258,342
85,0.5,153
86,1.0,222
87,0.3333333333333333,477
88,1.0,219
89,0.5,572
90,0.003875968992248062,544
91,0.16666666666666666,90
92,0.04,205
93,1.0,235
94,1.0,7
95,1.0,167
96,0.2,356
97,0.25,13
98,0.3333333333333333,112
99,1.0,45
100,0.2,172
101,1.0,570
102,0.041666666666666664,257
103,1.0,234
104,0.5,19
105,1.0,292
106,1.0,425
107,0.02702702702702703,383
108,0.03571428571428571,405
109,0.3333333333333333,434
110,1.0,221
111,1.0,18
112,1.0,156
113,1.0,64
114,0.5,46
115,0.5,191
116,0.06666666666666667,354
117,1.0,76
118,1.0,160
119,0.03333333333333333,448
120,1.0,199
121,1.0,62
122,1.0,38
