,rr,_person_id
0,0.14285714285714285,610
1,1.0,294
2,1.0,286
3,1.0,298
4,1.0,82
5,1.0,202
6,0.004608294930875576,341
7,1.0,217
8,1.0,57
9,1.0,21
10,0.14285714285714285,183
11,1.0,414
12,1.0,483
13,1.0,182
14,0.3333333333333333,509
15,1.0,125
16,1.0,84
17,1.0,140
18,1.0,117
19,0.010309278350515464,520
20,0.5,313
21,1.0,443
22,0.06666666666666667,271
23,1.0,232
24,1.0,131
25,1.0,280
26,1.0,274
27,1.0,590
28,1.0,239
29,1.0,305
30,0.5,525
31,1.0,29
32,0.14285714285714285,597
33,1.0,372
34,1.0,144
35,1.0,263
36,1.0,168
37,1.0,226
38,1.0,244
39,1.0,249
40,0.25,582
41,1.0,103
42,1.0,68
43,0.06666666666666667,255
44,0.25,51
45,0.5,223
46,1.0,91
47,0.3333333333333333,489
48,1.0,116
49,0.3333333333333333,256
50,1.0,606
51,0.2,402
52,1.0,111
53,0.16666666666666666,330
54,0.5,603
55,1.0,381
56,1.0,24
57,1.0,105
58,0.017543859649122806,393
59,0.06666666666666667,308
60,1.0,266
61,0.3333333333333333,534
62,0.3333333333333333,96
63,1.0,453
64,1.0,177
65,0.25,404
66,1.0,41
67,1.0,50
68,1.0,1
69,0.2,48
70,1.0,200
71,0.017857142857142856,410
72,0.5,332
73,0.5,599
74,0.3333333333333333,387
75,1.0,89
76,1.0,215
77,1.0,187
78,0.07692307692307693,432
79,1.0,288
80,1.0,246
81,0.3333333333333333,4
82,1.0,42
83,0.5,176
84,0.007194244604316547,342
85,0.5,153
86,1.0,222
87,0.5,477
88,0.5,219
89,1.0,572
90,0.0017152658662092624,544
91,0.16666666666666666,90
92,0.04,205
93,1.0,235
94,1.0,7
95,1.0,167
96,0.038461538461538464,356
97,0.2,13
98,0.3333333333333333,112
99,1.0,45
100,0.25,172
101,1.0,570
102,0.038461538461538464,257
103,0.2,234
104,1.0,19
105,1.0,292
106,0.5,425
107,0.07692307692307693,383
108,0.025,405
109,1.0,434
110,1.0,221
111,1.0,18
112,1.0,156
113,1.0,64
114,0.5,46
115,0.5,191
116,0.3333333333333333,354
117,1.0,76
118,1.0,160
119,0.041666666666666664,448
120,1.0,199
121,1.0,62
122,1.0,38
123,1.0,318
124,-1.0,546
125,0.047619047619047616,285
126,1.0,335
127,1.0,33
128,0.023809523809523808,184
129,0.07692307692307693,357
130,0.5,241
131,1.0,307
132,1.0,198
133,1.0,211
134,1.0,66
135,1.0,474
136,1.0,148
137,0.058823529411764705,377
138,1.0,78
139,1.0,28
140,1.0,275
141,1.0,93
142,0.0055248618784530384,447
143,1.0,17
144,0.5,40
145,0.08333333333333333,252
146,1.0,100
147,0.09090909090909091,101
148,1.0,109
149,1.0,86
150,1.0,304
151,0.3333333333333333,136
152,0.5,469
153,0.25,186
154,0.3333333333333333,23
155,1.0,141
156,1.0,573
157,0.2,104
158,0.16666666666666666,418
159,1.0,233
160,1.0,70
161,1.0,121
162,1.0,600
163,0.034482758620689655,253
164,1.0,126
165,0.2,129
166,0.3333333333333333,118
167,1.0,201
168,0.013513513513513514,564
169,0.2,196
170,0.05,259
171,0.2,380
172,0.3333333333333333,302
173,0.3333333333333333,559
174,1.0,8
175,0.2,95
176,0.008064516129032258,495
177,0.14285714285714285,514
178,0.05555555555555555,420
179,1.0,268
180,1.0,279
181,1.0,83
182,0.125,596
183,0.5,428
184,0.3333333333333333,487
185,1.0,480
186,1.0,229
187,1.0,52
188,1.0,261
189,1.0,94
190,0.08333333333333333,216
191,1.0,132
192,0.015625,461
193,0.5,368
194,0.25,340
195,0.16666666666666666,73
196,1.0,352
197,0.16666666666666666,351
198,0.06666666666666667,281
199,0.017543859649122806,358
200,0.0049261083743842365,323
201,0.0625,479
202,1.0,6
203,0.1,157
204,1.0,142
205,1.0,119
206,0.5,490
207,0.25,560
208,0.05,331
209,0.06666666666666667,236
210,0.08333333333333333,185
211,1.0,417
212,0.3333333333333333,210
213,0.5,203
214,1.0,608
215,0.5,36
216,0.037037037037037035,270
217,1.0,56
218,0.08333333333333333,151
219,0.027777777777777776,310
220,1.0,220
221,0.5,230
222,1.0,391
223,0.5,290
224,1.0,169
225,1.0,282
226,0.2,108
227,0.5,10
228,0.5,195
229,0.01694915254237288,373
230,0.08333333333333333,421
231,0.02631578947368421,214
232,0.5,135
233,1.0,170
234,0.1111111111111111,325
235,1.0,47
236,0.058823529411764705,439
237,1.0,27
238,1.0,426
239,0.3333333333333333,204
240,0.06666666666666667,207
241,0.05,20
242,1.0,122
243,1.0,63
244,1.0,555
245,0.1111111111111111,446
246,0.009345794392523364,289
247,0.001088139281828074,53
248,1.0,419
249,0.3333333333333333,74
250,0.5,399
251,0.16666666666666666,602
252,0.16666666666666666,593
253,0.14285714285714285,540
254,0.045454545454545456,498
255,0.2,165
256,0.1111111111111111,361
257,0.5,32
258,0.5,61
259,0.058823529411764705,412
260,1.0,247
261,1.0,328
262,1.0,276
263,0.010309278350515464,563
264,0.16666666666666666,71
265,1.0,227
266,1.0,339
267,0.5,88
268,0.3333333333333333,260
269,1.0,197
270,0.07692307692307693,317
271,0.1,85
272,0.018518518518518517,163
273,1.0,301
274,0.003205128205128205,519
275,0.1,3
276,1.0,137
277,0.16666666666666666,139
278,1.0,16
279,1.0,188
280,1.0,465
281,0.013513513513513514,511
282,0.1111111111111111,550
283,0.5,265
284,0.5,145
285,0.0018214936247723133,521
286,1.0,22
287,1.0,14
288,0.041666666666666664,605
289,0.3333333333333333,231
290,0.2,470
291,1.0,240
292,0.02702702702702703,537
293,1.0,174
294,0.5,472
295,0.04,457
296,0.125,346
297,1.0,561
298,0.016666666666666666,539
299,0.25,451
300,0.25,59
301,0.5,574
302,1.0,254
303,0.2,77
304,0.07142857142857142,35
305,1.0,11
306,0.3333333333333333,488
307,1.0,162
308,0.07692307692307693,562
309,0.2,385
310,0.25,114
311,0.3333333333333333,115
312,0.3333333333333333,438
313,0.3333333333333333,585
314,0.25,190
315,0.05555555555555555,486
316,-1.0,571
317,0.5,152
318,1.0,284
319,0.1111111111111111,213
320,1.0,102
321,1.0,580
322,0.3333333333333333,462
323,1.0,212
324,1.0,460
325,0.25,128
326,0.04,367
327,0.02702702702702703,503
328,1.0,312
329,1.0,166
330,0.1,592
331,0.2,303
332,0.16666666666666666,277
333,0.3333333333333333,49
334,0.16666666666666666,155
335,0.0010893246187363835,406
336,0.03333333333333333,366
337,0.03571428571428571,321
338,0.2,75
339,0.009174311926605505,542
340,1.0,72
341,0.5,587
342,0.007633587786259542,392
343,0.043478260869565216,566
344,0.025,567
345,0.5,278
346,0.5,171
347,1.0,382
348,0.5,209
349,1.0,375
350,1.0,98
351,1.0,336
352,0.5,322
353,0.25,510
354,1.0,113
355,0.043478260869565216,504
356,0.004366812227074236,466
357,0.25,297
358,0.14285714285714285,272
359,0.011494252873563218,306
360,1.0,43
361,1.0,34
362,0.5,80
363,0.3333333333333333,577
364,0.5,5
365,0.25,584
366,0.2,25
367,0.3333333333333333,403
368,0.014925373134328358,365
369,0.0036101083032490976,609
370,1.0,143
371,0.5,107
372,1.0,243
373,0.2,549
374,0.0022935779816513763,501
375,0.1111111111111111,311
376,1.0,224
377,0.009615384615384616,138
378,0.125,601
379,1.0,178
380,1.0,452
381,0.08333333333333333,31
382,1.0,423
383,0.5,314
384,0.05,496
385,0.0048543689320388345,516
386,0.0037174721189591076,491
387,0.5,130
388,0.25,553
389,0.007936507936507936,552
390,1.0,179
391,0.5,242
392,0.16666666666666666,149
393,1.0,15
394,0.16666666666666666,334
395,1.0,296
396,0.05263157894736842,398
397,0.5,161
398,0.14285714285714285,475
399,0.011627906976744186,374
400,0.07692307692307693,326
401,0.08333333333333333,269
402,0.05,604
403,1.0,69
404,0.16666666666666666,450
405,0.007246376811594203,556
406,0.2,180
407,0.5,250
408,0.1111111111111111,65
409,0.5,30
410,1.0,181
411,0.02564102564102564,471
412,1.0,543
413,0.5,99
414,1.0,173
415,0.25,293
416,0.5,295
417,0.0625,531
418,0.0035087719298245615,147
419,0.25,455
420,0.019230769230769232,12
421,1.0,237
422,0.023809523809523808,127
423,0.03125,146
424,1.0,133
425,1.0,58
426,0.25,594
427,0.25,554
428,0.1111111111111111,422
429,0.14285714285714285,164
430,1.0,124
431,1.0,81
432,0.043478260869565216,500
433,1.0,264
434,1.0,26
435,0.05263157894736842,424
436,0.07692307692307693,225
437,0.5,343
438,0.2,507
439,0.125,287
440,1.0,251
441,1.0,416
442,1.0,193
443,0.09090909090909091,370
444,0.2,369
445,1.0,484
446,0.16666666666666666,120
447,0.08333333333333333,586
448,0.012658227848101266,547
449,0.2,248
450,0.08333333333333333,522
451,0.5,262
452,0.09090909090909091,449
453,0.5,408
454,0.25,267
455,0.037037037037037035,401
456,0.08333333333333333,291
457,1.0,159
458,0.045454545454545456,411
459,0.00558659217877095,456
460,0.0037313432835820895,194
461,0.0012547051442910915,595
462,0.16666666666666666,468
463,0.05263157894736842,9
464,0.014084507042253521,436
465,0.1111111111111111,464
466,0.015873015873015872,588
467,0.02702702702702703,154
468,0.008771929824561403,55
469,0.029411764705882353,527
470,0.09090909090909091,526
471,0.5,309
472,0.0196078431372549,583
473,1.0,551
474,0.045454545454545456,245
475,0.3333333333333333,39
476,0.5,353
477,0.5,60
478,0.014925373134328358,362
479,0.1111111111111111,515
480,0.0010090817356205853,175
481,1.0,300
482,0.004784688995215311,92
483,0.043478260869565216,541
484,1.0,54
485,0.3333333333333333,134
486,0.02631578947368421,376
487,0.014925373134328358,482
488,1.0,344
489,1.0,523
490,0.5,607
491,0.125,258
492,0.5,123
493,0.2,476
494,0.5,517
495,0.08333333333333333,206
496,0.3333333333333333,273
497,0.0025575447570332483,533
498,0.2,79
499,0.2,208
500,1.0,67
501,0.3333333333333333,384
502,0.16666666666666666,415
503,0.003194888178913738,316
504,0.125,347
505,0.023809523809523808,581
506,0.05555555555555555,364
507,1.0,400
508,0.5,228
509,0.045454545454545456,524
510,0.06666666666666667,467
511,0.01639344262295082,87
512,0.5,409
513,0.011111111111111112,478
514,1.0,189
515,0.03125,435
516,0.25,238
517,1.0,319
518,0.0136986301369863,458
519,0.0625,497
520,1.0,568
521,0.5,348
522,0.25,379
523,0.004524886877828055,492
524,0.005649717514124294,535
525,0.5,396
526,0.03125,538
527,-1.0,338
528,0.010101010101010102,502
529,0.0028328611898017,158
530,0.004310344827586207,395
531,0.5,106
532,0.1,528
533,1.0,192
534,0.16666666666666666,44
535,1.0,445
536,0.021739130434782608,440
537,0.3333333333333333,513
538,0.06666666666666667,345
539,0.017241379310344827,327
540,0.02631578947368421,359
541,0.3333333333333333,430
542,0.0048543689320388345,481
543,0.25,97
544,0.02857142857142857,2
545,0.1111111111111111,386
546,0.125,378
547,0.05263157894736842,350
548,0.14285714285714285,565
549,0.002857142857142857,578
550,0.030303030303030304,558
551,0.007042253521126761,397
552,0.2,494
553,0.0625,493
554,0.05263157894736842,218
555,0.05263157894736842,371
556,0.02702702702702703,388
557,1.0,437
558,0.008403361344537815,413
559,0.02857142857142857,299
560,0.5,337
561,0.5,532
562,0.3333333333333333,512
563,0.008064516129032258,506
564,0.03571428571428571,429
565,1.0,485
566,0.5,463
567,1.0,283
568,0.0019801980198019802,442
569,0.002070393374741201,389
570,0.03571428571428571,150
571,1.0,37
572,0.1111111111111111,407
573,0.017543859649122806,591
574,0.020833333333333332,579
575,0.012195121951219513,329
576,-1.0,324
577,0.004149377593360996,315
578,0.029411764705882353,508
579,0.125,441
580,0.003125,431
581,0.0015015015015015015,576
582,0.2,349
583,1.0,444
584,0.09090909090909091,394
585,0.25,598
586,0.25,505
587,1.0,589
588,0.3333333333333333,427
589,0.3333333333333333,110
590,0.3333333333333333,575
591,0.005208333333333333,499
592,0.014925373134328358,454
593,0.05263157894736842,530
594,0.16666666666666666,529
595,0.016666666666666666,433
596,0.5,363
597,0.016129032258064516,473
598,0.00641025641025641,459
599,0.0026246719160104987,355
600,1.0,536
601,0.029411764705882353,390
602,0.2,569
603,0.00205761316872428,545
604,0.027777777777777776,320
605,0.0011507479861910242,360
606,0.024390243902439025,557
607,0.0045662100456621,333
608,0.01818181818181818,518
609,0.002178649237472767,548
