,rr,_person_id
0,0.0625,610
1,0.5,294
2,0.038461538461538464,286
3,1.0,298
4,0.125,82
5,0.045454545454545456,202
6,0.002638522427440633,341
7,0.3333333333333333,217
8,0.045454545454545456,57
9,1.0,21
10,0.125,183
11,0.5,414
12,0.01694915254237288,483
13,0.3333333333333333,182
14,0.038461538461538464,509
15,0.08333333333333333,125
16,0.09090909090909091,84
17,0.2,140
18,0.07692307692307693,117
19,0.0625,520
20,0.006711409395973154,313
21,0.1111111111111111,443
22,0.011363636363636364,271
23,1.0,232
24,0.047619047619047616,131
25,0.125,280
26,0.3333333333333333,274
27,0.038461538461538464,590
28,0.06666666666666667,239
29,1.0,305
30,0.25,525
31,0.03125,29
32,0.017543859649122806,597
33,0.07142857142857142,372
34,1.0,144
35,0.024390243902439025,263
36,0.0056179775280898875,168
37,0.0196078431372549,226
38,0.006172839506172839,244
39,0.5,249
40,0.02631578947368421,582
41,0.06666666666666667,103
42,1.0,68
43,0.00510204081632653,255
44,0.01639344262295082,51
45,0.0045045045045045045,223
46,0.2,91
47,0.015625,489
48,0.14285714285714285,116
49,0.5,256
50,0.16666666666666666,606
51,0.0031847133757961785,402
52,0.041666666666666664,111
53,0.005291005291005291,330
54,0.027777777777777776,603
55,0.07142857142857142,381
56,0.03333333333333333,24
57,0.3333333333333333,105
58,0.2,393
59,0.02127659574468085,308
60,0.015873015873015872,266
61,0.3333333333333333,534
62,0.09090909090909091,96
63,0.006329113924050633,453
64,0.25,177
65,0.007518796992481203,404
66,0.25,41
67,0.25,50
68,0.058823529411764705,1
69,0.008064516129032258,48
70,0.047619047619047616,200
71,0.006535947712418301,410
72,0.03571428571428571,332
73,1.0,599
74,0.0625,387
75,1.0,89
76,0.03571428571428571,215
77,0.027777777777777776,187
78,0.1,432
79,0.25,288
80,0.02564102564102564,246
81,0.07692307692307693,4
82,0.09090909090909091,42
83,0.0010976948408342481,176
84,0.0038910505836575876,342
85,0.08333333333333333,153
86,0.05,222
87,0.16666666666666666,477
88,0.16666666666666666,219
89,0.02127659574468085,572
90,0.009345794392523364,544
91,0.015384615384615385,90
92,-1.0,205
93,0.002564102564102564,235
94,0.3333333333333333,7
95,0.14285714285714285,167
96,0.024390243902439025,356
97,0.002583979328165375,13
98,0.0125,112
99,0.2,45
100,0.002777777777777778,172
101,0.037037037037037035,570
102,-1.0,257
103,1.0,234
104,0.06666666666666667,19
105,0.047619047619047616,292
106,0.03571428571428571,425
107,-1.0,383
108,0.015625,405
109,0.004048582995951417,434
110,0.045454545454545456,221
111,1.0,18
112,0.25,156
113,0.09090909090909091,64
114,0.5,46
115,0.019230769230769232,191
116,0.011363636363636364,354
117,0.5,76
118,1.0,160
119,0.025,448
120,0.3333333333333333,199
121,0.25,62
122,0.002070393374741201,38
123,0.025,318
124,0.0010351966873706005,546
125,0.0072992700729927005,285
126,-1.0,335
127,0.07142857142857142,33
128,1.0,184
129,0.06666666666666667,357
130,0.2,241
131,0.038461538461538464,307
132,0.05,198
133,0.02857142857142857,211
134,0.011235955056179775,66
135,0.024390243902439025,474
136,0.05,148
137,0.001644736842105263,377
